Community,Nodes
31906,"[40964, 69637, 331780, 389131, 540683, 319503, 471056, 274456, 348185, 28700, 565279, 237602, 90147, 28708, 24614, 409639, 258088, 516139, 172076, 217132, 417838, 454701, 475185, 471094, 110652, 299073, 217159, 331849, 274506, 348233, 385100, 233548, 303187, 303199, 159840, 237666, 393315, 467044, 409703, 106604, 163950, 122991, 143472, 512113, 295029, 12406, 434295, 266358, 561275, 389244, 499838, 200831, 458883, 401541, 401543, 159880, 426121, 311434, 163977, 61580, 135308, 315536, 417937, 192658, 516249, 450716, 135326, 561311, 86174, 233634, 90278, 225448, 262314, 168109, 139438, 430255, 4275, 188595, 344245, 213176, 377017, 274618, 532669, 319677, 372930, 319686, 467143, 340168, 458951, 131274, 512203, 315601, 53460, 557271, 463065, 86234, 102617, 397532, 245982, 110815, 299235, 372964, 262374, 401638, 164072, 467175, 41197, 233710, 303342, 377075, 82163, 520436, 16631, 37117, 241918, 78080, 254209, 266506, 20748, 512268, 307470, 393487, 41234, 495897, 463131, 393504, 332065, 45345, 315683, 454948, 74016, 127270, 86310, 323885, 102711, 135480, 33081, 20794, 147770, 241980, 426301, 532806, 520525, 139598, 143696, 422224, 307540, 414039, 65879, 119131, 168286, 479587, 8548, 295272, 532841, 24938, 184683, 139627, 332140, 438639, 246129, 397682, 274804, 147830, 266616, 364920, 151931, 184700, 553343, 348544, 57730, 213379, 438658, 557448, 491912, 459146, 53643, 20876, 475532, 569742, 209294, 524688, 373138, 402, 364949, 422294, 536982, 160151, 20889, 53655, 414103, 188828, 295328, 49569, 336292, 414119, 536999, 258473, 16807, 266667, 303527, 381357, 221607, 16816, 25010, 508339, 434613, 258487, 94652, 328129, 397762, 389572, 131526, 291271, 168395, 537039, 160212, 438743, 324060, 188894, 246238, 557541, 430565, 86503, 496105, 442858, 201196, 516588, 229870, 25077, 410102, 197109, 123387, 20989, 467455, 291333, 356871, 504328, 414218, 16907, 16908, 356878, 561679, 41487, 29202, 258580, 500245, 475669, 61972, 135701, 176665, 147994, 90646, 508444, 508449, 533026, 53798, 397862, 512552, 148009, 475692, 438834, 574004, 406068, 148022, 123453, 180798, 291391, 139846, 16967, 369224, 393800, 561738, 574029, 102991, 537168, 270930, 377427, 262742, 242264, 184921, 496218, 479841, 459364, 131685, 189029, 262767, 139888, 168561, 279153, 12915, 508528, 74360, 78457, 500348, 492159, 148096, 569985, 139903, 205448, 184969, 176778, 135818, 434827, 160395, 320137, 45710, 533137, 303761, 316050, 316052, 328340, 246422, 283287, 406171, 430748, 529053, 17054, 508575, 307871, 176797, 397980, 119459, 17052, 217762, 98980, 86693, 139942, 565928, 397994, 144045, 500398, 74415, 320177, 570036, 58039, 574136, 451260, 160446, 385727, 164542, 348864, 139971, 332485, 492230, 176841, 82634, 434892, 262861, 406223, 258770, 533204, 504533, 283348, 45784, 160476, 418524, 385759, 475871, 201442, 37603, 37604, 45802, 410350, 258799, 316144, 45810, 103155, 45817, 316153, 13055, 267007, 267014, 500487, 328459, 369419, 78607, 160529, 410386, 512791, 414490, 516891, 127772, 512800, 361249, 439073, 373541, 451368, 78633, 156459, 193325, 312110, 402223, 66355, 99124, 217911, 525112, 340792, 475962, 160571, 529214, 254784, 131906, 426820, 402247, 435015, 455497, 33609, 9038, 136015, 451408, 193363, 70484, 13141, 226134, 402262, 152404, 340825, 41818, 398171, 107352, 275286, 430941, 267104, 443240, 172904, 246633, 361323, 500588, 467816, 119661, 275311, 332656, 250736, 365426, 500601, 127870, 557951, 398210, 381826, 144261, 287621, 279435, 455564, 537488, 254867, 91032, 267162, 570267, 25500, 131997, 91042, 484259, 74658, 304037, 242599, 86952, 132008, 172971, 320430, 304046, 107440, 553906, 566195, 517043, 398261, 230323, 541619, 246712, 205753, 13243, 517058, 263108, 54213, 54221, 271310, 156621, 37841, 386002, 41939, 74709, 123865, 197594, 213977, 156638, 406496, 181217, 369635, 70627, 246759, 254957, 259054, 345071, 50160, 152565, 377847, 340985, 353274, 160765, 517121, 160773, 103434, 345100, 545805, 492556, 107532, 521234, 271380, 181271, 33818, 304156, 300064, 148514, 492579, 439332, 177187, 74791, 558120, 74793, 386090, 9257, 291890, 275507, 62517, 476215, 103479, 291898, 255035, 304188, 308293, 300103, 447561, 504917, 115798, 177242, 128091, 123996, 447580, 570461, 99418, 234593, 283745, 87143, 111721, 25708, 472174, 1138, 480375, 312439, 349306, 246907, 377984, 443520, 337024, 197763, 439424, 455813, 394370, 369801, 29834, 242827, 554131, 42136, 238745, 418970, 550048, 361634, 521379, 332965, 234662, 304294, 378025, 169130, 537775, 160944, 242868, 398517, 144568, 402616, 550074, 443579, 423101, 54462, 50376, 414921, 111819, 189648, 431313, 554194, 402644, 324823, 173271, 91356, 554209, 34018, 140518, 316650, 87277, 62703, 304368, 83188, 488692, 303102, 308473, 152827, 537853, 54527, 161024, 169216, 115970, 394503, 341256, 226571, 54539, 501005, 435474, 288019, 99604, 455957, 21784, 525592, 439581, 423197, 558368, 29990, 488747, 87339, 120109, 554285, 529711, 169263, 378162, 533812, 222517, 9527, 394552, 79161, 132414, 66880, 570689, 431433, 329036, 509263, 394576, 288082, 275799, 333144, 423257, 54618, 218459, 378209, 394593, 17766, 62822, 542056, 476521, 99688, 307195, 66924, 570732, 550254, 316782, 251248, 197999, 427377, 9588, 46461, 370045, 357761, 284033, 230787, 50565, 267656, 161166, 66958, 161167, 546193, 87441, 91539, 288147, 148886, 419224, 529817, 451995, 198044, 320923, 480667, 374171, 189858, 419237, 304551, 513447, 177582, 62895, 267699, 83379, 206260, 558516, 157108, 538039, 271801, 353715, 406978, 116165, 443850, 529870, 447952, 353745, 394705, 99798, 46553, 103900, 312801, 54755, 427491, 83429, 574950, 161254, 132584, 570857, 1514, 210406, 226797, 361973, 357885, 95743, 112130, 189956, 202247, 304651, 488973, 472594, 132629, 460310, 267799, 144921, 112153, 83483, 116249, 493084, 435741, 194077, 255519, 284197, 251430, 562726, 398889, 226858, 124458, 87596, 276016, 132659, 46643, 423478, 13880, 288313, 169530, 71224, 34366, 415295, 251457, 386625, 505412, 509510, 312903, 554569, 382537, 267851, 95824, 517725, 530020, 284262, 13928, 562795, 280171, 431724, 542318, 222836, 472694, 50808, 554618, 513660, 235133, 67196, 120447, 358016, 566913, 390785, 255620, 128646, 353928, 18058, 439954, 83603, 124564, 386707, 247446, 296606, 419487, 476832, 493215, 460452, 349861, 87718, 353960, 202410, 439979, 202411, 292532, 444089, 206522, 530107, 169664, 243393, 75462, 145096, 26314, 550603, 341707, 75469, 329421, 349902, 247504, 1744, 210637, 472788, 497365, 251605, 480984, 132830, 280289, 145122, 165607, 18152, 435946, 104171, 517866, 104174, 136945, 91889, 272116, 55031, 304887, 468728, 79610, 1789, 38655, 284416, 272127, 382725, 440071, 399112, 202506, 427788, 38669, 292623, 247570, 284437, 427800, 259865, 517915, 26398, 46882, 374563, 190250, 259888, 329523, 91956, 530230, 120631, 378681, 153404, 526143, 460612, 22340, 370502, 67399, 538440, 440138, 116557, 304980, 128853, 108374, 292698, 190299, 292704, 513890, 100194, 407400, 96107, 534380, 227181, 362350, 83823, 501616, 71534, 395122, 571251, 132979, 296821, 210802, 477048, 75641, 87936, 575363, 354184, 313225, 63372, 505741, 419728, 472977, 264082, 366483, 337811, 108442, 239515, 6045, 501664, 505761, 477090, 554917, 190378, 178095, 378801, 382901, 260021, 239541, 169914, 63419, 448447, 202690, 485318, 108488, 411596, 272336, 423895, 223191, 14295, 174044, 88030, 219104, 305121, 174050, 468964, 505829, 382949, 231399, 223209, 145386, 88043, 534510, 342001, 296947, 206836, 550905, 129018, 481277, 428029, 563199, 202753, 149507, 559108, 202761, 288777, 505868, 104460, 186382, 206863, 448527, 161807, 129047, 30743, 346137, 522267, 276508, 317469, 79903, 182303, 325664, 223266, 309288, 153641, 526378, 387115, 489514, 505898, 284718, 2095, 374831, 10288, 309298, 26675, 59444, 10294, 108602, 362554, 22588, 423997, 67646, 342077, 153667, 211012, 362567, 325704, 313417, 477258, 403530, 55372, 497739, 251987, 182360, 301146, 358493, 399454, 313439, 555110, 34919, 268390, 112746, 538731, 383084, 129133, 194670, 346226, 276596, 30838, 264311, 67702, 518266, 284794, 157822, 120959, 432256, 370819, 125059, 59525, 211077, 485512, 526473, 456842, 542856, 145549, 92303, 526482, 22675, 47252, 223380, 546966, 432282, 88220, 419997, 194717, 477340, 350370, 198822, 338088, 366762, 67757, 448687, 493744, 342194, 477366, 75960, 415936, 395460, 248007, 14537, 407753, 362700, 157902, 358606, 338128, 26838, 379095, 329945, 501978, 248028, 178399, 493792, 338147, 153829, 149734, 493798, 530667, 162034, 207090, 6388, 407797, 342265, 157948, 309501, 112894, 403711, 325890, 350470, 567559, 289033, 526602, 55564, 317712, 518417, 542994, 547093, 272662, 362776, 330009, 497946, 6427, 153883, 563487, 219427, 522532, 506152, 370986, 51500, 465198, 244017, 190770, 526641, 51511, 260408, 358714, 223547, 375099, 563516, 178494, 55610, 567612, 371014, 465222, 563527, 244046, 563536, 543061, 428379, 186716, 543070, 256351, 440676, 14694, 571752, 309609, 395626, 334189, 186738, 317812, 354678, 383355, 182652, 543101, 153982, 14720, 285056, 84355, 268677, 244102, 317832, 297352, 240010, 158092, 489872, 141714, 481683, 362900, 444824, 43421, 18847, 522656, 121249, 399779, 63907, 407972, 194987, 518573, 305581, 424367, 14768, 481715, 457143, 27066, 379326, 383423, 346560, 203200, 387520, 141762, 534976, 522688, 256449, 399814, 530886, 84424, 502217, 129485, 141775, 174543, 305617, 39378, 121299, 424407, 543194, 543195, 133599, 571877, 567784, 465385, 63979, 575979, 2542, 35313, 68081, 395761, 23028, 268788, 121338, 330234, 2561, 358915, 412166, 59910, 502279, 363017, 297480, 383499, 10765, 383503, 408080, 285199, 47641, 309786, 522780, 502303, 510498, 440868, 506405, 555556, 383527, 457255, 367143, 182826, 68135, 346669, 215602, 494135, 227899, 19008, 240194, 387650, 322114, 408135, 465486, 465493, 236120, 383580, 567901, 182876, 256612, 514662, 522857, 232041, 318059, 305778, 387699, 420471, 178809, 559737, 19069, 330368, 166530, 158339, 363143, 109193, 105102, 129681, 379541, 203414, 563868, 109215, 15012, 146085, 453289, 80554, 43691, 514735, 326320, 23215, 567986, 342714, 240323, 465604, 105159, 449225, 305867, 367308, 182989, 166606, 23248, 535251, 129751, 35551, 137956, 555749, 363239, 477929, 97005, 457457, 223985, 473841, 355060, 125685, 445172, 494326, 72442, 223998, 166655, 31488, 498433, 256770, 133891, 142089, 224012, 383757, 281357, 133903, 219923, 428823, 535319, 416535, 154394, 334620, 39711, 88869, 289574, 191271, 178986, 211755, 31532, 551724, 256814, 310062, 346928, 187185, 330546, 228147, 363308, 19253, 289591, 56122, 109370, 256830, 244546, 572228, 121672, 162633, 494414, 88910, 240464, 490320, 555858, 158547, 158559, 478049, 199524, 39785, 367466, 93034, 535404, 289645, 564082, 203636, 441205, 437110, 564089, 195450, 203644, 215932, 318335, 449412, 289669, 297862, 174981, 109449, 428938, 187275, 289676, 109453, 220042, 15248, 314258, 244627, 490387, 43928, 150425, 379802, 560027, 379809, 318376, 342952, 15274, 568232, 363435, 215980, 408489, 494511, 506800, 555951, 281522, 465844, 371645, 314302, 52161, 273348, 351173, 441287, 482248, 56267, 191436, 408527, 203728, 277456, 429010, 203731, 23508, 449497, 162777, 502748, 158690, 228335, 429040, 519153, 93172, 109562, 68603, 351229, 195583, 506879, 343040, 236548, 310276, 130056, 76817, 560147, 261140, 80919, 175130, 334876, 35872, 273441, 539682, 519203, 527395, 527400, 48168, 453674, 113708, 384045, 44082, 19507, 39988, 80948, 445493, 482362, 166971, 35907, 556099, 564292, 44105, 465995, 400464, 298069, 85078, 175192, 449625, 44122, 379997, 498783, 195681, 48226, 109671, 400491, 568428, 396397, 466030, 191596, 171123, 203891, 412790, 429174, 154746, 294010, 269436, 261245, 281724, 81023, 48256, 113791, 384131, 375942, 195719, 27787, 195726, 162960, 117904, 363666, 27796, 236701, 105631, 269472, 56482, 281762, 40104, 560297, 220331, 138411, 162991, 470191, 36015, 19634, 224436, 236724, 294070, 109749, 277688, 568506, 421052, 539839, 40127, 552127, 371906, 191680, 543942, 568519, 31945, 85194, 318665, 224459, 412880, 158931, 535763, 240859, 392412, 113891, 101604, 212196, 572646, 531687, 486633, 351465, 56563, 175348, 134391, 175353, 294138, 150779, 503038, 175360, 195842, 445700, 171275, 466187, 417039, 453906, 40212, 253206, 179479, 372002, 44325, 97573, 11558, 81192, 462121, 240938, 113963, 216364, 453933, 118061, 433455, 216370, 154931, 134452, 568631, 52535, 478522, 101697, 32066, 56647, 32073, 195915, 478539, 232784, 240976, 85331, 535893, 367957, 122199, 474460, 93533, 191836, 552293, 187750, 122215, 138601, 482668, 191852, 560497, 195954, 7541, 310645, 19833, 351610, 269690, 253308, 380285, 552318, 437629, 77185, 499076, 155022, 236942, 384402, 527763, 163221, 564634, 408987, 109978, 52636, 32158, 359838, 417189, 437669, 109993, 486827, 73137, 322994, 359859, 441780, 384439, 48570, 122299, 404924, 241085, 355774, 388545, 302532, 548293, 470469, 24007, 126414, 339407, 478681, 11738, 175578, 421339, 306654, 413152, 28128, 298472, 364011, 294381, 265709, 40431, 359920, 48625, 220658, 126451, 339442, 286194, 249336, 507385, 302587, 409085, 368129, 536066, 364035, 339460, 32263, 122376, 519703, 32280, 151064, 261661, 314910, 499230, 486943, 89633, 28194, 507426, 228902, 220720, 302646, 151098, 548414, 282179, 355907, 294472, 482890, 364107, 331338, 405069, 216654, 130640, 290385, 564819, 343638, 302679, 245339, 237151, 188001, 44642, 52837, 519784, 388719, 306803, 7796, 89716, 380533, 564855, 241275, 290428, 294526, 470655, 454273, 360072, 151178, 81549, 249492, 568980, 429718, 56983, 147099, 429725, 388765, 409245, 106146, 179874, 409252, 65186, 425638, 319140, 401065, 450219, 482988, 257711, 11952, 368303, 89777, 89781, 274106, 57019, 110268, 380606, 65215, 7875, 380612, 495300, 167620, 409287, 257735, 122573, 216788, 237269, 540374, 425689, 294618, 560862, 548576, 261858, 376549, 3817, 28398, 524015, 126707, 265974, 311033, 409340, 401150, 478975, 122629, 409350, 466696, 323345, 188178, 225049, 130843, 184096, 360224, 261924, 65320, 12073, 491305, 458541, 61231, 73520, 552752, 462644, 466742, 356154, 274241, 171842, 143171, 8004, 233286, 438087, 40776, 491338, 454477, 560974, 319313, 130900, 245588, 560982, 241497, 343899, 216924, 409440, 208739, 24419, 569189, 307050, 561003, 466795, 409453, 249727, 331648, 12161, 298879, 442245, 364426, 282508, 184205, 360334, 94096, 507795, 356247, 98201, 139165, 425885, 507807, 278431, 118687, 499613, 364456, 458667, 8107, 511916, 339884, 77743, 339888, 389041, 184245, 315319, 331703, 200632, 40891, 135100, 323516, 487355, 483263, 102336, 303035, 49091, 270282, 565202, 344018, 311253, 180192, 507873, 237538, 249826, 438246, 552942, 454639, 393200, 323567, 565233, 262132, 253941, 372726, 520183, 253944, 159739, 245758, 544767]"
31907,"[72452, 52343]"
31908,"[570066, 124646]"
31909,"[396168, 304555]"
31910,"[182673, 48420]"
31911,"[417965, 113375]"
31912,"[400778, 511573]"
31913,"[455785, 346707, 110393, 359386, 574540]"
31914,"[476598, 79134]"
31915,"[287569, 84180]"
31916,"[244608, 363713, 11131]"
31917,"[178978, 252947]"
31918,"[449368, 302102]"
31919,"[213160, 313563]"
31920,"[479074, 521471]"
31921,"[449785, 552906]"
31922,"[266705, 488245]"
31923,"[359289, 444676]"
31924,"[384185, 289997]"
31925,"[501371, 54164]"
31926,"[315032, 88096]"
31927,"[477390, 190863]"
31928,"[74537, 563866]"
31929,"[431225, 288459]"
31930,"[31470, 131990]"
31931,"[254055, 156375]"
31932,"[530787, 206436]"
31933,"[184728, 58220]"
31934,"[518988, 114957]"
31935,"[560753, 432630]"
31936,"[251193, 356079]"
31937,"[291013, 532966]"
31938,"[80520, 354453]"
31939,"[541100, 389487]"
31940,"[123042, 214142]"
31941,"[462994, 371258]"
31942,"[168515, 69141]"
31943,"[77979, 403044]"
31944,"[252552, 45190]"
31945,"[490266, 4462]"
31946,"[11202, 140459]"
31947,"[310883, 534588, 177901]"
31948,"[68091, 231325, 86342]"
31949,"[190320, 328597]"
31950,"[494651, 328383]"
31951,"[455638, 220934]"
31952,"[339345, 331649]"
31953,"[136176, 104277]"
31954,"[269305, 418627]"
31955,"[476728, 415977]"
31956,"[251825, 421466]"
31957,"[113858, 73092, 250052, 296326, 62921, 268682, 300109, 11409, 236184, 466968, 420638, 113569, 128739, 53115, 548645, 383207, 360436, 241979, 358015]"
31958,"[487297, 388001]"
31959,"[393217, 518477]"
31960,"[21306, 393322]"
31961,"[87177, 123314, 329494]"
31962,"[136872, 14762]"
31963,"[574849, 451509, 500246, 104503, 464168, 573307, 111133]"
31964,"[244354, 478493]"
31965,"[104650, 339076, 205655]"
31966,"[81816, 110685, 160470, 551839]"
31967,"[404549, 317358]"
31968,"[432139, 92678]"
31969,"[530276, 42141]"
31970,"[219544, 236653]"
31971,"[383567, 210214, 373071]"
31972,"[52397, 338254]"
31973,"[122576, 297630]"
31974,"[150812, 217438]"
31975,"[24928, 424908]"
31976,"[498811, 116919]"
31977,"[223576, 526875, 431830, 482531]"
31978,"[319202, 245589, 385230]"
31979,"[492269, 10093]"
31980,"[125674, 117181]"
31981,"[109841, 40970]"
31982,"[373859, 558740]"
31983,"[464133, 53470]"
31984,"[446992, 148528, 551554, 460824, 569930]"
31985,"[384304, 364393]"
31986,"[210947, 290853]"
31987,"[245686, 299318, 162631]"
31988,"[480312, 140300, 175573]"
31989,"[24858, 106900, 444821]"
31990,"[195953, 129812]"
31991,"[456258, 123373]"
31992,"[5234, 318934]"
31993,"[87024, 110763]"
31994,"[13313, 527530, 569071]"
31995,"[73202, 327603]"
31996,"[385626, 499715]"
31997,"[501405, 172791]"
31998,"[9624, 287408]"
31999,"[298553, 165058, 120583]"
32000,"[363618, 333933, 421789]"
32001,"[297018, 136971]"
32002,"[35642, 522602]"
32003,"[395473, 544578, 39042, 31242, 7739, 467548, 88607]"
32004,"[448708, 225302]"
32005,"[415940, 4108]"
32006,"[14481, 313729, 44578, 495492, 51205]"
32007,"[526731, 497503, 327943]"
32008,"[259637, 485654]"
32009,"[193952, 233408, 226311]"
32010,"[217477, 448718]"
32011,"[64360, 216307]"
32012,"[302051, 122564]"
32013,"[312849, 441885]"
32014,"[179296, 499526]"
32015,"[361313, 491355]"
32016,"[222043, 231102, 435062]"
32017,"[418323, 380181]"
32018,"[92344, 146029]"
32019,"[553299, 3316, 349094, 117929, 304730, 441774, 47535]"
32020,"[210155, 182580]"
32021,"[62619, 252063]"
32022,"[77480, 509979]"
32023,"[76132, 39652]"
32024,"[507464, 124438]"
32025,"[207546, 187406]"
32026,"[259580, 270118]"
32027,"[500261, 97534]"
32028,"[192714, 369887]"
32029,"[475506, 133860]"
32030,"[14522, 170815]"
32031,"[498300, 73292]"
32032,"[76282, 171339]"
32033,"[388514, 478061]"
32034,"[67448, 511931, 517869]"
32035,"[180504, 123041]"
32036,"[232898, 1923, 111173, 313032, 284494, 409871, 244496, 425359, 250580, 217303, 288864, 273768, 303337, 202346, 25454, 2159, 572080, 269873, 527801, 449466, 251518]"
32037,"[534151, 81220, 12951, 264200, 321401, 49518, 469367]"
32038,"[365618, 336734]"
32039,"[511178, 321956]"
32040,"[186641, 344979]"
32041,"[466281, 144378]"
32042,"[142840, 427474]"
32043,"[9224, 355716]"
32044,"[137650, 457475]"
32045,"[411033, 444498, 564787, 142845]"
32046,"[298772, 406573, 100022, 504055]"
32047,"[302873, 282474]"
32048,"[38136, 225751]"
32049,"[477360, 297810, 17228, 398543]"
32050,"[387049, 142302]"
32051,"[455569, 146430]"
32052,"[320490, 397375]"
32053,"[307840, 524869]"
32054,"[51054, 349413, 94998, 386022]"
32055,"[463152, 544871]"
32056,"[390860, 96967]"
32057,"[257802, 1239]"
32058,"[127931, 29764]"
32059,"[339096, 525620]"
32060,"[367595, 150151]"
32061,"[347072, 501561]"
32062,"[148880, 137632, 403601, 90451, 248756, 33788, 312014]"
32063,"[498152, 29268, 102758]"
32064,"[373419, 495879, 53823]"
32065,"[21816, 143516]"
32066,"[486562, 311014]"
32067,"[34745, 412746]"
32068,"[490241, 501411]"
32069,"[506728, 27330]"
32070,"[50274, 560994, 19781, 210854, 542374, 464334, 118894, 229719]"
32071,"[86409, 180790]"
32072,"[45323, 336790]"
32073,"[555114, 538573]"
32074,"[447804, 141175]"
32075,"[19564, 323725]"
32076,"[450984, 497150]"
32077,"[325265, 416673, 208827, 189771, 379230, 144815]"
32078,"[429296, 570219]"
32079,"[297947, 386925, 238814, 112359]"
32080,"[148884, 65646]"
32081,"[157228, 511715, 548646, 276619, 46332, 365310, 288255]"
32082,"[162920, 419595, 383509]"
32083,"[544310, 490262]"
32084,"[338369, 424857, 443796]"
32085,"[338072, 29902]"
32086,"[17688, 10632]"
32087,"[257396, 241765, 128758, 444504, 471901, 448648]"
32088,"[238489, 476716]"
32089,"[495558, 319304, 334056, 541994, 79499, 23432, 182350, 284014, 67346, 193015]"
32090,"[232760, 261523]"
32091,"[199300, 339615]"
32092,"[549187, 110388]"
32093,"[21347, 53204, 462422, 104205, 267262]"
32094,"[278233, 351787]"
32095,"[461256, 473607]"
32096,"[212597, 118943]"
32097,"[381796, 546278]"
32098,"[341124, 60759]"
32099,"[495266, 13171]"
32100,"[409289, 152532]"
32101,"[75857, 135729, 428869, 470197, 134254]"
32102,"[271121, 535038]"
32103,"[168909, 469615]"
32104,"[30472, 260807, 437535]"
32105,"[525835, 205204, 194366]"
32106,"[193995, 559733]"
32107,"[262685, 528791]"
32108,"[560153, 496533]"
32109,"[444116, 213462]"
32110,"[371938, 339395, 164741, 30760, 425395, 319987, 79197, 442270]"
32111,"[104234, 285479]"
32112,"[453988, 24332]"
32113,"[190130, 42735, 519875, 216904, 332319]"
32114,"[452621, 510919]"
32115,"[288728, 350003, 528226, 562203]"
32116,"[293168, 236255]"
32117,"[561434, 318051, 99983]"
32118,"[212657, 157853]"
32119,"[168716, 152494]"
32120,"[514301, 487435, 178757, 334811]"
32121,"[442832, 11532]"
32122,"[418034, 472626]"
32123,"[316002, 177494]"
32124,"[149309, 153599]"
32125,"[401229, 105863]"
32126,"[420132, 548031]"
32127,"[189360, 401578]"
32128,"[11594, 54839]"
32129,"[190275, 141387]"
32130,"[144180, 141934]"
32131,"[283840, 8710, 535434, 123595, 544717, 404878, 256207, 228496, 19988, 545622, 233624, 422364, 291230, 274465, 241249, 287099, 372663, 141240, 546039, 457215]"
32132,"[546512, 480314]"
32133,"[249466, 258890]"
32134,"[348396, 100207]"
32135,"[367152, 575199]"
32136,"[23177, 353598]"
32137,"[455782, 225223, 187260, 368204, 117869, 217298, 27637, 169115, 402492, 543294]"
32138,"[423388, 548319]"
32139,"[278848, 365923]"
32140,"[253739, 300053]"
32141,"[448745, 126645]"
32142,"[81368, 186594]"
32143,"[284153, 116730, 169739]"
32144,"[437885, 151247]"
32145,"[504022, 462855]"
32146,"[515648, 151974, 192006]"
32147,"[31159, 389255, 531111, 550714, 93679, 236375, 268751]"
32148,"[321713, 238626, 491973]"
32149,"[538571, 139525, 399669]"
32150,"[367419, 175675]"
32151,"[164024, 319975]"
32152,"[468281, 136667]"
32153,"[67585, 29074, 479649, 330463]"
32154,"[220529, 83724]"
32155,"[356092, 303277]"
32156,"[551934, 188878]"
32157,"[6048, 367626]"
32158,"[568297, 221798]"
32159,"[462928, 292588]"
32160,"[83866, 487419]"
32161,"[200440, 374426]"
32162,"[512804, 34949]"
32163,"[573456, 460335]"
32164,"[98441, 311554, 408604, 112495]"
32165,"[572365, 481023]"
32166,"[413980, 75189]"
32167,"[30547, 268079]"
32168,"[319055, 107071]"
32169,"[97801, 25707, 19574]"
32170,"[553089, 315670]"
32171,"[503850, 370037]"
32172,"[514054, 169887]"
32173,"[128466, 218747]"
32174,"[366957, 562055]"
32175,"[476801, 339074]"
32176,"[475466, 84125]"
32177,"[86416, 267122, 353286]"
32178,"[564488, 440788]"
32179,"[545989, 190397]"
32180,"[93171, 218518]"
32181,"[159354, 200581]"
32182,"[222040, 75541]"
32183,"[219217, 6257]"
32184,"[57650, 9363, 180172]"
32185,"[556817, 207956]"
32186,"[514019, 177167]"
32187,"[375688, 129826]"
32188,"[284825, 212052]"
32189,"[322048, 216400, 160802, 419299, 22496, 2284, 154558]"
32190,"[226474, 517517]"
32191,"[316042, 52198]"
32192,"[283578, 438337, 298308, 549701, 18532, 297545, 287150, 149456, 197937, 23601, 158418, 491671, 571706, 423706, 184223]"
32193,"[472763, 383198]"
32194,"[519426, 88811, 488116, 312372]"
32195,"[504164, 474174]"
32196,"[156295, 349065, 537674, 248970, 54443, 91693, 346224, 160689, 550386, 395250, 279985, 219542, 57367, 25630]"
32197,"[221050, 250055]"
32198,"[26949, 252126]"
32199,"[213923, 86605]"
32200,"[114334, 11783]"
32201,"[378461, 278894]"
32202,"[385641, 245006]"
32203,"[554580, 69212, 115511]"
32204,"[535635, 516101]"
32205,"[109435, 146157]"
32206,"[209721, 182007]"
32207,"[529073, 419213]"
32208,"[233569, 344443]"
32209,"[307166, 169350, 193365, 242518]"
32210,"[128092, 21350]"
32211,"[508977, 299093]"
32212,"[129705, 560807]"
32213,"[495611, 211965, 366319]"
32214,"[104097, 128827, 349551]"
32215,"[253233, 397958]"
32216,"[509356, 344182]"
32217,"[575874, 270653]"
32218,"[86089, 448586, 179037, 100343]"
32219,"[528760, 32673, 456240, 542043]"
32220,"[568957, 402558]"
32221,"[379577, 170114]"
32222,"[277652, 349693]"
32223,"[426448, 2528]"
32224,"[389496, 382017]"
32225,"[416160, 467133]"
32226,"[55606, 36423]"
32227,"[559424, 343553]"
32228,"[449089, 394485]"
32229,"[376944, 282093, 37557]"
32230,"[136568, 41496]"
32231,"[342561, 325941, 111035, 566366, 285375]"
32232,"[405532, 406397, 319406]"
32233,"[469816, 300605]"
32234,"[288940, 157165]"
32235,"[62273, 574859, 343953, 136275, 565846, 383960, 264737, 200929, 399207, 169643, 145906, 460916, 283830, 459511, 145529, 311098]"
32236,"[468046, 36303]"
32237,"[434337, 412795]"
32238,"[499784, 340705]"
32239,"[491453, 249999]"
32240,"[553028, 113101]"
32241,"[481552, 202042, 533658]"
32242,"[299264, 87324]"
32243,"[238177, 464467]"
32244,"[357145, 496809]"
32245,"[396475, 88534]"
32246,"[316104, 558295]"
32247,"[565586, 301063]"
32248,"[177322, 110871]"
32249,"[302816, 350635]"
32250,"[225586, 164222]"
32251,"[141545, 3081, 254057, 183260, 528429, 320111, 78929, 170993, 408340, 51893, 143734, 443670, 565209, 284922, 393084]"
32252,"[128968, 229528]"
32253,"[81864, 210944, 431098, 1551]"
32254,"[469041, 253267, 571805, 98702]"
32255,"[437560, 521305]"
32256,"[258656, 141846]"
32257,"[362154, 63621, 137974]"
32258,"[243202, 425498]"
32259,"[175944, 282142]"
32260,"[548624, 542455]"
32261,"[292690, 296852]"
32262,"[372568, 371852, 284350, 155670]"
32263,"[9793, 489605]"
32264,"[124961, 283595]"
32265,"[260772, 451852]"
32266,"[216897, 382514, 349732, 6869, 551910, 157780, 175099]"
32267,"[214456, 23785]"
32268,"[369008, 51070]"
32269,"[138929, 398118, 386680, 4570, 60029]"
32270,"[3996, 206965]"
